,Background,Background Error,Branch Lengths,Branches,Curvature,Gauss. Width,Intensity Error,Lengths,Peak Intensity,Width Error,Widths
20,,,"[31.627416997969529, 87.154328932550641, 6.8284271247461898, 16.899494936611667]",4,0.20406058993145013,,,0.47353383070477245,,,Fit Fail
21,,,"[9.8994949366116671, 6.6568542494923806, 1.0, 7.8284271247461898, 34.213203435596427, 25.727922061357859, 2.8284271247461903, 23.55634918610405, 1.0, 5.6568542494923806, 7.0710678118654755, 1.4142135623730951, 1.0]",13,0.10201867167693292,,,0.44776698413293325,,,0.070622390682906516
22,,,"[54.698484809834973, 17.313708498984763, 1.0, 5.6568542494923806, 6.6568542494923797, 8.4852813742385713, 11.242640687119286, 10.071067811865476, 14.899494936611667, 5.2426406871192848, 5.6568542494923806, 7.8284271247461898, 7.0710678118654755, 1.0, 3.4142135623730949, 1.0, 9.8284271247461898, 9.4852813742385713, 6.8284271247461898, 8.0710678118654755, 1.4142135623730951, 10.899494936611667, 8.0710678118654755, 5.8284271247461898, 5.6568542494923806, 5.6568542494923806]",26,0.15387220290711145,,,0.9539205961771148,,,0.090208800050261134
23,,,"[24.899494936611667, 7.6568542494923797, 18.899494936611667, 6.6568542494923797, 14.656854249492381, 5.6568542494923806, 33.627416997969526, 5.6568542494923806, 9.6568542494923797, 7.4142135623730949, 45.041630560342611, 32.727922061357859, 12.242640687119286, 0, 33.313708498984766, 22.142135623730955, 7.0710678118654755, 1.0, 5.6568542494923806, 12.485281374238571, 13.899494936611667, 11.485281374238571, 7.0710678118654755, 5.6568542494923806, 7.2426406871192848, 25.55634918610405, 30.142135623730955, 50.213203435596419, 1.0, 18.071067811865476, 17.485281374238571, 23.142135623730955, 5.6568542494923806, 0, 0, 5.2426406871192848, 0, 19.313708498984763, 50.142135623730951, 1.0, 14.899494936611667, 61.69848480983498, 7.6568542494923806, 5.2426406871192857, 8.0710678118654755, 46.213203435596419, 18.899494936611667, 2.4142135623730949, 11.071067811865476, 51.213203435596412, 18.313708498984763, 24.485281374238575, 8.2426406871192857, 35.970562748477143, 9.6568542494923815, 25.313708498984763, 16.727922061357859, 7.0710678118654755, 8.4852813742385713, 5.2426406871192857, 23.242640687119284, 7.2426406871192848, 1.4142135623730951, 9.0710678118654755, 7.0710678118654755, 7.0710678118654755, 48.870057685088796, 2.8284271247461903, 5.6568542494923806, 38.112698372208094, 10.414213562373096, 7.6568542494923806, 3.0, 1.0, 14.485281374238573, 8.0710678118654755, 8.6568542494923797, 8.2426406871192839, 17.071067811865476, 18.899494936611671, 13.242640687119287, 31.455844122715721, 11.899494936611667, 5.2426406871192848, 5.6568542494923806, 1.0, 12.656854249492381, 24.727922061357859, 6.6568542494923797, 10.242640687119286, 25.899494936611671, 24.142135623730955, 38.556349186104043, 12.656854249492381, 23.727922061357859, 17.142135623730955, 16.313708498984763, 7.0710678118654755, 23.727922061357862, 7.0710678118654755, 7.8284271247461898, 5.6568542494923806, 13.82842712474619, 9.0710678118654755, 1.0, 7.2426406871192857]",106,0.035769919167248386,,,5.93700435183927,,,0.049514436225849612
24,,,"[1.0, 1.0, 19.071067811865479, 7.0710678118654755, 11.485281374238571, 11.899494936611667, 19.071067811865476, 1.0, 8.0, 5.6568542494923806, 7.0710678118654755, 4.2426406871192857, 8.6568542494923815, 13.313708498984763, 3.8284271247461898, 18.485281374238571, 1.0, 5.6568542494923806, 65.083261120685194, 18.970562748477146, 7.0710678118654755, 25.142135623730955, 8.0710678118654755, 0, 22.142135623730955, 5.6568542494923806, 7.0710678118654755, 7.0710678118654755, 12.071067811865476, 2.4142135623730949, 43.041630560342611, 1.0, 6.6568542494923806, 6.2426406871192848, 7.0710678118654755, 22.313708498984763, 5.2426406871192848, 6.6568542494923797, 0, 15.313708498984763, 12.899494936611667, 5.6568542494923806, 11.828427124746192, 3.0, 0, 13.65685424949238, 12.485281374238571, 5.8284271247461898]",48,0.10143873924357207,,,1.486555991750242,,,Fit Fail
25,,,"[1.0, 19.899494936611667, 2.4142135623730949, 7.2426406871192848, 12.414213562373096, 13.727922061357859, 6.8284271247461898, 6.2426406871192848, 8.4852813742385713, 5.4142135623730949, 7.0710678118654755, 2.0, 6.2426406871192857, 6.6568542494923797]",14,0.16083207596077012,,,0.43816358040635545,,,0.19774642655473862
26,,,"[18.970562748477146, 10.899494936611667, 36.213203435596427, 19.142135623730955, 24.071067811865479, 69.012193308819718, 24.55634918610405, 1.0, 51.798989873223313, 8.0710678118654755, 7.0710678118654755, 36.727922061357859, 10.65685424949238, 5.8284271247461898, 30.55634918610405, 20.313708498984766, 19.970562748477146, 47.213203435596412, 18.313708498984763, 9.4142135623730958, 45.870057685088788, 2.0, 5.8284271247461898, 1.0, 8.0710678118654755, 5.6568542494923806, 12.242640687119286, 52.213203435596419, 8.4142135623730958, 8.8284271247461898, 0, 0, 7.6568542494923806, 23.970562748477146, 9.2426406871192857, 8.0710678118654755, 17.970562748477146, 51.698484809834987, 17.65685424949238, 30.55634918610405, 5.6568542494923806, 9.4852813742385713, 12.071067811865476, 1.0, 23.242640687119284, 16.899494936611667, 15.071067811865476, 7.4142135623730949, 13.899494936611667, 4.2426406871192857, 8.8284271247461898, 9.0710678118654755, 4.0, 26.313708498984763, 29.727922061357859, 14.899494936611669, 1.0, 5.2426406871192857, 1.0, 15.899494936611667, 6.6568542494923806, 37.798989873223334, 10.071067811865476, 8.4852813742385713, 5.6568542494923806, 27.213203435596434, 14.899494936611667, 27.970562748477146, 9.8994949366116671, 26.727922061357859, 9.4852813742385713, 7.0710678118654755, 4.2426406871192857, 22.55634918610405, 1.0, 27.970562748477146, 17.313708498984763, 1.0, 8.4852813742385713, 24.384776310850242, 21.55634918610405, 21.142135623730955, 9.4852813742385713, 36.627416997969526, 8.4852813742385713, 20.727922061357859, 75.32590180780447, 8.4852813742385713, 7.8284271247461898, 7.0710678118654755, 8.4852813742385713, 5.6568542494923806, 9.8994949366116671, 4.8284271247461898, 6.2426406871192848, 0, 22.55634918610405, 5.6568542494923806, 6.6568542494923806, 9.4852813742385713, 39.556349186104043, 54.870057685088781, 7.0710678118654755, 9.4852813742385713, 9.6568542494923797, 5.6568542494923806, 15.656854249492381, 2.8284271247461903, 11.242640687119286, 15.727922061357859, 9.4852813742385713, 7.2426406871192857, 30.627416997969529, 4.2426406871192857, 13.485281374238571, 28.970562748477146, 1.0, 7.8284271247461898, 5.6568542494923806, 17.55634918610405, 21.727922061357859, 10.242640687119286, 12.656854249492381, 11.485281374238573, 19.727922061357859, 30.727922061357862, 14.82842712474619, 1.4142135623730951, 11.313708498984763, 9.0710678118654755, 19.970562748477146, 6.2426406871192848, 1.0, 17.485281374238571, 0, 0, 7.4142135623730949, 10.899494936611667, 17.313708498984763, 4.4142135623730949, 12.485281374238571, 10.899494936611667, 10.65685424949238, 13.899494936611667, 55.012193308819739, 5.6568542494923806, 7.6568542494923806, 8.2426406871192839, 11.828427124746192, 71.183766184073534, 8.4852813742385713, 5.6568542494923806, 8.2426406871192857, 1.0, 17.485281374238571, 0, 67.455844122715689, 41.698484809834987, 13.071067811865476, 30.798989873223338, 9.8994949366116671, 11.899494936611667, 8.0710678118654755, 7.6568542494923806, 17.242640687119284, 8.0710678118654755, 13.242640687119287, 40.556349186104043, 5.6568542494923806, 26.798989873223338, 2.4142135623730949, 1.0, 11.485281374238571, 16.242640687119287, 36.627416997969519, 41.526911934581179, 5.8284271247461898, 41.798989873223334, 9.8994949366116671, 9.8994949366116671, 34.384776310850242, 7.0710678118654755, 23.384776310850242, 0, 0, 14.727922061357859, 47.627416997969519, 17.485281374238571, 24.071067811865479, 8.0710678118654755, 25.798989873223338, 5.2426406871192848, 7.6568542494923797, 11.071067811865477, 16.55634918610405, 13.828427124746192, 15.142135623730955, 7.4142135623730949, 12.485281374238571, 1.0]",200,0.03353219334152878,,,6.314635489131119,,,0.2183408301468874
27,,,"[13.485281374238571, 30.041630560342625, 7.0710678118654755, 0, 2.0, 26.556349186104054, 12.828427124746192, 5.6568542494923806, 11.071067811865476]",9,0.22685773132041517,,,0.3706581777262604,,,0.09941634899333604
28,,,"[8.0710678118654755, 5.6568542494923806, 2.0, 8.2426406871192857, 4.2426406871192857, 9.2426406871192857, 13.828427124746192, 0, 0, 64.355339059327349, 25.142135623730955, 1.0]",12,0.08107022572146008,,,0.8000461763196235,,,0.038992315571815574
29,,,"[7.6568542494923797, 5.2426406871192857, 1.0, 64.183766184073534, 12.485281374238571]",5,0.1950201309154397,,,0.3630245831935927,,,Fit Fail
30,,,"[6.2426406871192857, 34.213203435596427, 7.0710678118654755, 1.4142135623730951, 1.0, 8.8284271247461898, 47.69848480983498]",7,0.21774629799053793,,,0.5780498938108809,,,0.19673735363453984
31,,,"[20.142135623730955, 11.485281374238571, 16.899494936611667, 22.384776310850242, 11.485281374238571, 1.4142135623730951, 35.627416997969519, 5.6568542494923806, 1.4142135623730951, 7.0710678118654755, 1.4142135623730951, 7.0710678118654755, 21.142135623730955, 7.0710678118654755, 6.6568542494923806, 6.8284271247461898, 15.313708498984763]",17,0.16930426588848405,,,0.624157225300035,,,Neg. FWHM
32,,,"[7.6568542494923797, 5.6568542494923806, 7.6568542494923806, 0, 1.4142135623730951, 5.6568542494923806, 26.313708498984766, 5.6568542494923806, 11.071067811865477, 10.656854249492381, 0, 1.4142135623730951, 5.6568542494923806, 9.6568542494923815, 0, 5.6568542494923806, 5.2426406871192848]",17,0.23598654818959858,,,0.6961143081338462,,,0.12474874415675195
33,,,"[7.0710678118654755, 18.899494936611667, 7.6568542494923806, 7.4142135623730949, 7.0710678118654755, 19.65685424949238, 6.8284271247461898, 5.2426406871192848, 8.4852813742385713]",9,0.24863868286485735,,,0.3377163420572846,,,0.015964548053832045
34,,,"[5.2426406871192848, 5.8284271247461898, 6.2426406871192848, 7.0710678118654755, 0, 10.485281374238571, 1.0, 11.071067811865477, 12.82842712474619, 7.6568542494923797, 12.313708498984763, 6.6568542494923806, 7.6568542494923797, 16.313708498984763, 5.6568542494923806, 18.414213562373096, 18.727922061357859, 22.727922061357859, 11.071067811865476, 0, 8.0710678118654755, 19.142135623730955]",22,0.18691201933052976,,,0.7608338247046909,,,0.124459547784807
35,,,"[7.2426406871192848, 5.6568542494923806, 12.899494936611667, 43.384776310850221, 8.4852813742385713, 13.313708498984763, 3.8284271247461898, 20.313708498984763, 17.485281374238571, 1.0, 8.0710678118654755, 7.0710678118654755]",12,0.06895677848065498,,,0.49386667549069563,,,0.039455466231472891
36,,,"[8.0710678118654755, 5.6568542494923806, 12.071067811865476, 4.0, 8.2426406871192857, 22.899494936611667, 5.2426406871192848, 9.6568542494923815, 7.8284271247461898, 5.6568542494923806, 14.414213562373096, 5.6568542494923806, 9.2426406871192857, 8.6568542494923797, 5.6568542494923806, 9.8994949366116671, 15.899494936611667, 13.313708498984763, 26.970562748477146, 6.2426406871192848, 12.414213562373096, 7.2426406871192848, 10.65685424949238, 19.727922061357859, 5.6568542494923806, 7.2426406871192848, 7.6568542494923797]",27,0.11761276749003295,,,0.8638224918907647,,,Fit Fail
37,,,"[9.8994949366116671, 22.071067811865476, 2.0, 1.0, 5.6568542494923806, 24.142135623730955, 7.6568542494923806, 15.071067811865477, 9.0710678118654755, 0, 5.6568542494923806, 0, 9.0710678118654755, 24.313708498984763, 1.0, 31.627416997969529, 4.2426406871192857, 7.6568542494923797]",18,0.14368215341472643,,,0.7162489708676973,,,0.12540130943286584
38,,,"[12.071067811865476, 9.4852813742385713, 7.0710678118654755, 5.6568542494923806, 40.798989873223334]",5,0.26195092170970297,,,0.33797668662065294,,,0.048165487933579533
39,,,"[22.55634918610405, 2.8284271247461903, 5.6568542494923806, 0, 11.071067811865476, 0, 20.071067811865476, 39.213203435596427, 22.55634918610405, 12.485281374238571, 75.941125496954228, 11.899494936611667, 36.384776310850235, 21.656854249492383, 7.0710678118654755, 55.69848480983498, 11.313708498984763, 7.0710678118654755, 1.0, 1.0]",20,0.10144237117608208,,,0.6782670927655136,,,Fit Fail
40,,,"[64.69848480983498, 7.6568542494923797, 8.4852813742385713, 7.2426406871192848, 15.899494936611667, 10.485281374238571, 1.0, 8.4852813742385713, 38.384776310850242, 43.384776310850228, 13.071067811865476, 2.4142135623730949, 19.485281374238571, 9.8994949366116671, 7.0710678118654755, 13.242640687119286, 13.899494936611667, 0, 8.6568542494923797, 44.769552621700463, 48.79898987322332, 6.2426406871192848, 12.485281374238571, 10.414213562373096, 5.6568542494923806, 8.4852813742385713, 10.242640687119286, 2.8284271247461903, 5.6568542494923806, 16.313708498984763, 9.0710678118654755, 1.0, 5.6568542494923806, 6.6568542494923797, 30.041630560342625, 0, 17.727922061357859, 20.313708498984763, 8.4852813742385713, 24.142135623730955, 2.4142135623730949, 11.313708498984763, 7.0710678118654755, 37.970562748477136]",44,0.08294653204529681,,,1.8764402290085707,,,0.066734179937824115
41,,,"[0, 31.798989873223338, 1.4142135623730951, 7.0710678118654755, 11.313708498984763, 5.6568542494923806, 17.313708498984763, 1.0]",8,0.18641572936892334,,,0.33393801904685194,,,Fit Fail
42,,,"[13.242640687119287, 6.6568542494923806, 62.597979746446626, 16.727922061357859, 29.798989873223338, 5.6568542494923806, 5.6568542494923806, 7.0710678118654755, 2.4142135623730949, 17.142135623730955, 0, 1.0, 17.142135623730955, 94.71067811865467, 5.6568542494923806, 37.041630560342618, 60.870057685088796, 7.2426406871192848, 2.4142135623730949, 1.4142135623730951, 6.6568542494923806, 12.071067811865477, 9.8994949366116671, 9.4852813742385713, 15.899494936611667, 5.6568542494923806, 9.8284271247461898, 25.384776310850242, 10.656854249492381]",29,0.11670517251317554,,,1.645643041374803,,,Fit Fail
43,,,"[8.2426406871192857, 8.0710678118654755, 5.6568542494923806, 14.242640687119287, 16.313708498984763, 4.0, 25.798989873223338, 7.0710678118654755, 1.4142135623730951, 5.6568542494923806, 5.6568542494923806, 3.8284271247461903, 33.727922061357859, 16.485281374238571, 1.4142135623730951, 8.4852813742385713, 9.0710678118654755, 0, 0, 11.313708498984763, 12.242640687119286, 9.2426406871192857, 7.0710678118654755, 8.6568542494923797]",24,0.14167019638012057,,,1.0448106630167793,,,Neg. FWHM
44,,,"[1.0, 1.0, 54.355339059327342, 15.142135623730955, 1.0, 17.485281374238571, 7.0710678118654755, 10.071067811865476, 1.4142135623730951, 11.485281374238571, 53.69848480983498, 11.313708498984763, 21.55634918610405, 18.071067811865476, 13.313708498984763, 45.69848480983498, 72.52691193458115, 2.8284271247461903, 11.656854249492381, 29.899494936611667, 6.6568542494923797, 18.727922061357859, 15.071067811865476, 18.727922061357859, 34.798989873223334, 2.4142135623730949, 15.142135623730955, 5.6568542494923806, 15.485281374238571, 8.0710678118654755, 20.384776310850242, 34.627416997969526, 13.313708498984763, 8.4852813742385713, 35.798989873223334, 5.6568542494923806, 10.656854249492381, 14.071067811865476, 48.142135623730951, 6.2426406871192848, 7.0710678118654755, 17.485281374238571, 5.6568542494923806, 7.0710678118654755, 3.8284271247461903, 13.899494936611667, 7.0710678118654755, 7.0710678118654755, 17.414213562373096, 8.6568542494923797, 26.970562748477146, 5.2426406871192848, 20.313708498984763, 30.041630560342625, 67.183766184073534, 34.041630560342618, 15.485281374238571, 25.313708498984763, 9.2426406871192857, 12.313708498984763, 14.899494936611667, 1.0]",62,0.04971443290104943,,,1.9204864856681632,,,Fit Fail
45,,,"[2.0, 7.6568542494923806, 8.4852813742385713, 6.2426406871192848, 8.6568542494923797, 19.313708498984763, 16.071067811865476, 56.870057685088796, 14.727922061357859, 27.142135623730955, 1.0, 19.485281374238575, 5.6568542494923806, 9.0710678118654755, 9.0710678118654755, 9.0710678118654755, 7.0710678118654755, 5.6568542494923806, 9.2426406871192839, 9.0710678118654755, 20.899494936611667, 0, 5.6568542494923806, 1.0]",24,0.17436236773387198,,,1.1075126944652478,,,0.21297216556388368
46,,,"[5.6568542494923806, 7.6568542494923806, 35.55634918610405, 7.8284271247461898, 31.55634918610405]",5,0.165614554626676,,,0.345463800483446,,,Fit Fail
47,,,"[43.041630560342611, 1.0, 8.0710678118654755, 16.142135623730955, 27.55634918610405, 5.6568542494923806, 9.6568542494923815]",7,0.1604937599108883,,,0.3722758020890575,,,Fit Fail
48,,,"[11.071067811865477, 14.899494936611667, 6.4142135623730949, 0, 0, 53.183766184073555]",6,0.20340439174444996,,,0.49137263460154845,,,0.13832879379398499
49,,,"[6.4142135623730949, 15.485281374238573, 11.656854249492381, 32.041630560342625, 18.727922061357859, 8.8284271247461898, 16.828427124746192, 28.627416997969529, 11.071067811865477, 5.6568542494923806]",10,0.1554894519264453,,,0.2814944096389537,,,Fit Fail
50,,,"[12.656854249492381, 7.0710678118654755, 6.8284271247461898, 28.384776310850242, 16.142135623730955, 13.899494936611667, 47.727922061357845, 17.313708498984763, 11.313708498984763]",9,0.08170068225766902,,,0.5423531799955543,,,0.030860894958776353
51,,,"[7.0710678118654755, 59.941125496954243]",2,0.1909139354128817,,,0.25459452181986963,,,Neg. FWHM
52,,,"[56.769552621700456, 8.4852813742385713, 9.0710678118654755, 9.4852813742385713, 2.0, 44.213203435596419, 9.2426406871192857, 8.6568542494923797, 8.6568542494923797, 10.242640687119286, 5.4142135623730949, 48.698484809834987, 22.384776310850242, 10.485281374238571, 43.284271247461888, 46.213203435596419, 17.071067811865476, 7.6568542494923797, 15.727922061357859, 12.485281374238573, 0, 14.485281374238571, 8.0710678118654755, 45.941125496954271, 7.0710678118654755, 1.4142135623730951, 9.0710678118654755, 25.798989873223338]",28,0.07804853566927242,,,1.4933839733992498,,,Fit Fail
53,,,"[59.355339059327349, 40.870057685088803, 27.142135623730958, 7.0710678118654755, 15.142135623730955, 26.485281374238571, 24.485281374238571, 15.071067811865479]",8,0.22270468052121825,,,0.517944368755622,,,Fit Fail
54,,,"[33.071067811865476, 9.8994949366116671, 17.899494936611667, 11.242640687119286, 5.6568542494923806, 9.6568542494923797, 8.4852813742385713, 7.8284271247461898, 17.071067811865479, 0, 7.0710678118654755, 5.8284271247461898, 7.0710678118654755, 9.6568542494923815, 8.4852813742385713, 14.071067811865476, 6.6568542494923806, 1.4142135623730951, 6.6568542494923806, 40.041630560342611, 1.4142135623730951]",21,0.15487159525109626,,,1.3272279856282463,,,0.31204643294731599
55,,,"[24.798989873223338, 1.0, 55.52691193458115, 18.485281374238575, 12.071067811865476, 10.485281374238571, 11.071067811865476, 0, 21.142135623730955, 0, 22.142135623730955, 17.899494936611667, 8.2426406871192857, 8.0710678118654755, 9.8284271247461898, 7.0710678118654755, 23.485281374238575, 16.727922061357859, 7.0710678118654755, 15.485281374238575, 15.071067811865477, 32.798989873223341, 16.899494936611667, 11.071067811865476, 5.6568542494923806, 19.65685424949238, 32.727922061357859, 9.2426406871192857, 1.0, 13.485281374238571, 1.0, 17.142135623730955, 9.0710678118654755, 18.55634918610405, 9.4852813742385713, 11.0, 7.6568542494923797, 12.242640687119286, 5.6568542494923806, 20.485281374238575, 5.6568542494923806, 0, 6.8284271247461898, 8.0710678118654755, 9.8284271247461898, 7.0710678118654755, 30.970562748477146, 34.213203435596427, 15.414213562373096, 53.627416997969505, 29.727922061357862, 25.384776310850242, 1.0, 56.455844122715682, 55.426406871192825, 12.828427124746192, 8.4852813742385713, 12.071067811865476, 24.627416997969529, 5.6568542494923806, 5.6568542494923806, 64.669047558312101, 8.4852813742385713, 11.899494936611667, 8.2426406871192839, 24.55634918610405, 33.55634918610405, 16.65685424949238, 31.627416997969529, 1.0, 27.55634918610405, 16.313708498984763, 7.0710678118654755, 2.4142135623730949, 12.899494936611667, 16.142135623730955, 8.4852813742385713, 19.142135623730955, 35.970562748477136, 15.313708498984763, 5.2426406871192848, 9.4852813742385713, 21.970562748477146, 5.6568542494923806, 29.627416997969529, 26.55634918610405, 9.4852813742385713, 39.384776310850235, 4.0, 26.798989873223338, 21.727922061357862, 14.899494936611667, 13.485281374238573, 8.4852813742385713, 13.828427124746192, 9.6568542494923815, 19.313708498984763, 47.213203435596412, 15.485281374238571, 7.0710678118654755, 16.899494936611667, 11.485281374238571, 10.071067811865476, 22.55634918610405, 20.798989873223338, 17.142135623730955, 26.313708498984763, 75.112698372208058, 19.242640687119284, 5.6568542494923806]",110,0.03216976401730999,,,4.242500729545509,,,0.21825129097922669
56,,,"[22.727922061357859, 14.313708498984763, 25.55634918610405, 8.4852813742385713, 1.4142135623730951, 5.6568542494923806, 36.313708498984759, 18.142135623730955, 5.6568542494923806, 42.213203435596427, 6.2426406871192848, 8.0710678118654755, 28.556349186104054, 12.242640687119287, 9.2426406871192839, 5.6568542494923806, 16.485281374238571, 8.0710678118654755, 15.313708498984763]",19,0.12577188404418504,,,0.9439269512578174,,,Fit Fail
57,,,"[35.384776310850235, 9.4852813742385713, 16.899494936611667, 79.112698372208072, 7.6568542494923797, 18.242640687119284, 36.284271247461902, 20.313708498984763, 7.0710678118654755, 7.0710678118654755, 19.142135623730955, 7.0710678118654755, 10.899494936611667, 1.4142135623730951, 12.899494936611667, 21.55634918610405, 15.485281374238575, 7.6568542494923806]",18,0.14753369326844715,,,1.1920543567110455,,,0.11610882982753593
58,,,"[16.727922061357859, 31.55634918610405, 88.183766184073519, 40.627416997969519, 35.798989873223327, 8.8284271247461898, 40.284271247461902, 35.384776310850242, 54.213203435596419, 30.313708498984763, 31.870057685088817, 1.0, 8.0710678118654755, 7.0710678118654755, 39.698484809834994, 12.313708498984763, 36.041630560342625, 12.727922061357859, 25.55634918610405, 29.970562748477146, 5.6568542494923806, 16.071067811865476, 17.970562748477146, 8.8284271247461898, 13.313708498984763, 49.284271247461888, 18.242640687119284, 20.485281374238571, 55.213203435596405, 23.656854249492383, 11.313708498984763, 19.313708498984763, 5.2426406871192857, 17.899494936611667, 14.899494936611667, 7.0710678118654755, 6.8284271247461898, 14.414213562373096, 9.8994949366116671, 9.0710678118654755, 44.112698372208087, 13.242640687119286, 29.384776310850242, 11.242640687119287, 10.485281374238571, 21.65685424949238, 31.97056274847715, 40.970562748477143, 2.8284271247461903, 9.8994949366116671, 9.4142135623730958, 31.727922061357862, 65.69848480983498, 25.142135623730955, 50.213203435596419, 55.69848480983498, 12.242640687119286, 0, 0, 5.2426406871192857, 24.727922061357859, 56.941125496954257, 8.2426406871192839, 5.6568542494923806, 64.840620433565917, 29.798989873223338, 1.0, 23.313708498984763, 23.55634918610405, 9.4852813742385713, 7.0710678118654755, 5.4142135623730949, 18.55634918610405, 28.55634918610405, 8.4852813742385713, 12.242640687119286, 45.142135623730951, 18.313708498984763, 15.727922061357859, 11.656854249492381, 8.0710678118654755, 46.355339059327363, 7.0710678118654755, 12.242640687119286, 13.727922061357859, 30.213203435596434, 66.183766184073548, 12.485281374238571, 10.485281374238571, 48.384776310850228, 11.656854249492381, 5.6568542494923806, 12.656854249492381, 20.414213562373096, 49.798989873223306, 52.79898987322332, 7.0710678118654755, 9.0710678118654755, 15.313708498984765, 19.727922061357859, 7.8284271247461898, 34.627416997969526, 4.8284271247461898, 32.798989873223334, 11.071067811865476, 1.0, 16.313708498984763, 8.4852813742385713, 11.65685424949238, 8.4852813742385713, 26.627416997969529, 13.485281374238573, 2.4142135623730949, 4.4142135623730949, 4.4142135623730949, 7.0710678118654755, 11.313708498984763, 17.970562748477146, 8.2426406871192857, 11.313708498984763, 12.899494936611667, 12.899494936611667, 7.4142135623730949, 7.2426406871192848, 21.485281374238575, 15.899494936611669, 12.0, 44.627416997969505, 15.727922061357859, 33.384776310850242, 10.899494936611667, 38.727922061357859, 5.2426406871192857, 33.627416997969526, 8.8284271247461898, 0, 13.071067811865476, 19.899494936611667, 7.0710678118654755, 8.2426406871192857, 6.4142135623730949, 0, 2.4142135623730949, 23.142135623730955, 2.4142135623730949, 5.4142135623730949, 16.899494936611667, 74.870057685088781, 34.384776310850235, 11.313708498984763, 10.899494936611667, 14.899494936611667, 19.071067811865479, 8.4852813742385713, 4.2426406871192857, 10.071067811865476, 10.485281374238571, 5.6568542494923806, 36.798989873223327, 13.071067811865477, 19.485281374238571, 5.6568542494923806, 31.213203435596434, 99.154328932550669, 34.727922061357859, 35.112698372208094, 5.6568542494923806, 6.8284271247461898, 36.798989873223334, 11.313708498984763, 7.6568542494923797, 8.4852813742385713, 13.071067811865476, 29.384776310850242, 9.8994949366116671, 38.112698372208101, 18.899494936611667, 30.870057685088817, 30.798989873223338, 90.083261120685194, 27.384776310850242, 6.2426406871192848, 75.083261120685194, 25.55634918610405, 14.899494936611667, 37.112698372208094, 21.485281374238575, 6.8284271247461898, 1.0, 59.183766184073555, 34.798989873223334, 1.0, 13.828427124746192, 6.8284271247461898, 1.0, 11.828427124746192, 9.2426406871192839, 24.970562748477146]",198,0.005689182204971143,,,9.51293484832933,,,0.2684358194558365
59,,,"[11.485281374238571, 10.65685424949238, 0, 35.284271247461902, 0, 7.0710678118654755, 0, 5.6568542494923806, 0, 1.0]",10,0.44930595871047047,,,0.21980285600998062,,,Fit Fail
60,,,"[8.0710678118654755, 27.727922061357862, 16.242640687119284, 4.8284271247461898, 9.0710678118654755, 8.4852813742385713, 22.071067811865476, 28.970562748477146]",8,0.21226658685516928,,,0.42636538625197523,,,0.082882856167186769
61,,,"[14.899494936611667, 29.384776310850242, 27.384776310850242, 1.0, 20.384776310850242, 30.384776310850242, 7.0710678118654755, 12.656854249492383, 0, 18.656854249492383, 9.6568542494923815, 6.8284271247461898]",12,0.13700686183566224,,,0.6588948413227221,,,Fit Fail
62,,,"[18.485281374238571, 18.142135623730955, 7.0710678118654755, 9.4142135623730958, 2.8284271247461903, 12.656854249492381, 32.455844122715718]",7,0.2789266647328057,,,0.33654998799925295,,,0.023553362112552517
63,,,[62.941125496954257],1,0.27276681991547325,,,0.2712991864447432,,,Fit Fail
64,,,"[13.65685424949238, 50.384776310850235, 13.899494936611667, 0, 8.6568542494923797, 30.455844122715721, 5.8284271247461898, 11.656854249492381, 5.6568542494923806, 73.52691193458115, 17.142135623730955, 34.627416997969526, 17.65685424949238, 10.485281374238571, 8.2426406871192857, 5.6568542494923806, 22.656854249492383, 15.313708498984763, 8.2426406871192857, 41.970562748477136, 7.0710678118654755, 32.55634918610405, 5.6568542494923806, 10.485281374238571]",24,0.06604985851500977,,,1.6593223797061583,,,0.44207933409172639
65,,,"[12.242640687119287, 16.313708498984763, 8.0710678118654755, 28.142135623730955, 1.4142135623730951, 16.55634918610405, 8.0710678118654755]",7,0.20363552908160132,,,0.38307515385863433,,,0.096130022511401028
66,,,"[82.568542494923733, 1.0, 5.6568542494923806, 14.313708498984763, 1.4142135623730951, 0]",6,0.17609948843479611,,,0.18453909462902018,,,0.06760644225490553
67,,,"[11.313708498984763, 32.798989873223334, 24.313708498984763, 9.8994949366116671, 8.4852813742385713]",5,0.18096687286152693,,,0.31782716394035976,,,Fit Fail
68,,,"[9.0710678118654755, 10.899494936611667, 8.8284271247461898, 15.071067811865476, 33.455844122715718]",5,0.327803739582968,,,0.3084785814616218,,,0.034284648821129034
